SUBDIVISION,YEAR,QUARTER,TERRAIN,PREDICTED_PRECIPITATION
EAST RAJASTHAN,2022,Jan-Feb,Desert,4.862966060638428
EAST RAJASTHAN,2022,Jun-Sep,Desert,1342.230712890625
EAST RAJASTHAN,2022,Mar-May,Desert,128.2869110107422
EAST RAJASTHAN,2022,Oct-Dec,Desert,116.05052185058594
EAST UTTAR PRADESH,2022,Jan-Feb,Rugged,0.2270479053258896
EAST UTTAR PRADESH,2022,Jun-Sep,Rugged,720.19091796875
EAST UTTAR PRADESH,2022,Mar-May,Rugged,35.78546905517578
EAST UTTAR PRADESH,2022,Oct-Dec,Rugged,16.62186622619629
GANGETIC WEST BENGAL,2022,Jan-Feb,Coastal-plateau,4.230264186859131
GANGETIC WEST BENGAL,2022,Jun-Sep,Coastal-plateau,1322.5162353515625
GANGETIC WEST BENGAL,2022,Mar-May,Coastal-plateau,119.93717193603516
GANGETIC WEST BENGAL,2022,Oct-Dec,Coastal-plateau,155.20462036132812
GUJARAT REGION,2022,Jan-Feb,Desert/marsh,27.255449295043945
GUJARAT REGION,2022,Jun-Sep,Desert/marsh,1135.4207763671875
GUJARAT REGION,2022,Mar-May,Desert/marsh,130.32693481445312
GUJARAT REGION,2022,Oct-Dec,Desert/marsh,88.21283721923828
HARYANA DELHI & CHANDIGARH,2022,Jan-Feb,Plain-land,1.4649286270141602
HARYANA DELHI & CHANDIGARH,2022,Jun-Sep,Plain-land,703.3516845703125
HARYANA DELHI & CHANDIGARH,2022,Mar-May,Plain-land,54.472389221191406
HARYANA DELHI & CHANDIGARH,2022,Oct-Dec,Plain-land,28.077308654785156
HIMACHAL PRADESH,2022,Jan-Feb,Hilly,64.29479217529297
HIMACHAL PRADESH,2022,Jun-Sep,Hilly,866.3585815429688
HIMACHAL PRADESH,2022,Mar-May,Hilly,203.46493530273438
HIMACHAL PRADESH,2022,Oct-Dec,Hilly,90.99092864990234
JAMMU & KASHMIR,2022,Jan-Feb,Hilly,63.65983581542969
JAMMU & KASHMIR,2022,Jun-Sep,Hilly,841.7239990234375
JAMMU & KASHMIR,2022,Mar-May,Hilly,204.82705688476562
JAMMU & KASHMIR,2022,Oct-Dec,Hilly,92.2989730834961
JHARKHAND,2022,Jan-Feb,Forest,53.824554443359375
JHARKHAND,2022,Jun-Sep,Forest,867.6602783203125
JHARKHAND,2022,Mar-May,Forest,183.30979919433594
JHARKHAND,2022,Oct-Dec,Forest,95.9450912475586
KERALA,2022,Jan-Feb,Coastal,11.61812686920166
KERALA,2022,Jun-Sep,Coastal,1100.900634765625
KERALA,2022,Mar-May,Coastal,144.98690795898438
KERALA,2022,Oct-Dec,Coastal,187.5689697265625
MADHYA MAHARASHTRA,2022,Jan-Feb,Plain-land,5.8122477531433105
MADHYA MAHARASHTRA,2022,Jun-Sep,Plain-land,651.2166748046875
MADHYA MAHARASHTRA,2022,Mar-May,Plain-land,43.811279296875
MADHYA MAHARASHTRA,2022,Oct-Dec,Plain-land,35.15633010864258
NAGA MANI MIZO TRIPURA,2022,Jan-Feb,Hilly,58.151344299316406
NAGA MANI MIZO TRIPURA,2022,Jun-Sep,Hilly,792.5193481445312
NAGA MANI MIZO TRIPURA,2022,Mar-May,Hilly,201.9464111328125
NAGA MANI MIZO TRIPURA,2022,Oct-Dec,Hilly,96.27654266357422
NORTH INTERIOR KARNATAKA,2022,Jan-Feb,Coastal,13.033574104309082
NORTH INTERIOR KARNATAKA,2022,Jun-Sep,Coastal,974.8290405273438
NORTH INTERIOR KARNATAKA,2022,Mar-May,Coastal,150.1834716796875
NORTH INTERIOR KARNATAKA,2022,Oct-Dec,Coastal,168.0498046875
ORISSA,2022,Jan-Feb,Coastal,13.716691970825195
ORISSA,2022,Jun-Sep,Coastal,942.1951904296875
ORISSA,2022,Mar-May,Coastal,148.38095092773438
ORISSA,2022,Oct-Dec,Coastal,162.8167724609375
PUNJAB,2022,Jan-Feb,Plain-land,6.3302202224731445
PUNJAB,2022,Jun-Sep,Plain-land,614.733642578125
PUNJAB,2022,Mar-May,Plain-land,30.555212020874023
PUNJAB,2022,Oct-Dec,Plain-land,49.3139762878418
SOUTH INTERIOR KARNATAKA,2022,Jan-Feb,Coastal,12.700969696044922
SOUTH INTERIOR KARNATAKA,2022,Jun-Sep,Coastal,895.129150390625
SOUTH INTERIOR KARNATAKA,2022,Mar-May,Coastal,142.2109375
SOUTH INTERIOR KARNATAKA,2022,Oct-Dec,Coastal,153.53863525390625
SUB HIMALAYAN WEST BENGAL & SIKKIM,2022,Jan-Feb,Hilly,51.44742965698242
SUB HIMALAYAN WEST BENGAL & SIKKIM,2022,Jun-Sep,Hilly,744.1876220703125
SUB HIMALAYAN WEST BENGAL & SIKKIM,2022,Mar-May,Hilly,182.5537567138672
SUB HIMALAYAN WEST BENGAL & SIKKIM,2022,Oct-Dec,Hilly,115.81002044677734
TAMIL NADU,2022,Jan-Feb,Hilly/coastal,46.28532409667969
TAMIL NADU,2022,Jun-Sep,Hilly/coastal,699.7701416015625
TAMIL NADU,2022,Mar-May,Hilly/coastal,136.77798461914062
TAMIL NADU,2022,Oct-Dec,Hilly/coastal,133.79046630859375
TELANGANA,2022,Jan-Feb,Hilly/plain,38.0797119140625
TELANGANA,2022,Jun-Sep,Hilly/plain,656.0305786132812
TELANGANA,2022,Mar-May,Hilly/plain,92.94347381591797
TELANGANA,2022,Oct-Dec,Hilly/plain,117.88164520263672
UTTARAKHAND,2022,Jan-Feb,Hilly,48.7752571105957
UTTARAKHAND,2022,Jun-Sep,Hilly,707.4346923828125
UTTARAKHAND,2022,Mar-May,Hilly,166.92520141601562
UTTARAKHAND,2022,Oct-Dec,Hilly,129.49383544921875
WEST MADHYA PRADESH,2022,Jan-Feb,Plain-land,8.762492179870605
WEST MADHYA PRADESH,2022,Jun-Sep,Plain-land,569.02490234375
WEST MADHYA PRADESH,2022,Mar-May,Plain-land,31.13449478149414
WEST MADHYA PRADESH,2022,Oct-Dec,Plain-land,78.95760345458984
WEST RAJASTHAN,2022,Jan-Feb,Desert,14.6961669921875
WEST RAJASTHAN,2022,Jun-Sep,Desert,753.679931640625
WEST RAJASTHAN,2022,Mar-May,Desert,134.00244140625
WEST RAJASTHAN,2022,Oct-Dec,Desert,116.46477508544922
WEST UTTAR PRADESH,2022,Jan-Feb,Hilly,48.29182434082031
WEST UTTAR PRADESH,2022,Jun-Sep,Hilly,670.121826171875
WEST UTTAR PRADESH,2022,Mar-May,Hilly,156.78482055664062
WEST UTTAR PRADESH,2022,Oct-Dec,Hilly,145.7275848388672
ANDAMAN & NICOBAR ISLANDS,2023,Jan-Feb,Island,90.44141387939453
ANDAMAN & NICOBAR ISLANDS,2023,Jun-Sep,Island,1214.1239013671875
ANDAMAN & NICOBAR ISLANDS,2023,Mar-May,Island,426.3398132324219
ANDAMAN & NICOBAR ISLANDS,2023,Oct-Dec,Island,335.0910339355469
ARUNACHAL PRADESH,2023,Jan-Feb,Hilly,101.13213348388672
ARUNACHAL PRADESH,2023,Jun-Sep,Hilly,1383.2969970703125
ARUNACHAL PRADESH,2023,Mar-May,Hilly,426.52130126953125
ARUNACHAL PRADESH,2023,Oct-Dec,Hilly,272.8340759277344
ASSAM & MEGHALAYA,2023,Jan-Feb,Hilly,69.30176544189453
ASSAM & MEGHALAYA,2023,Jun-Sep,Hilly,1336.2158203125
ASSAM & MEGHALAYA,2023,Mar-May,Hilly,386.3553771972656
ASSAM & MEGHALAYA,2023,Oct-Dec,Hilly,228.49716186523438
BIHAR,2023,Jan-Feb,Plain-land,11.78393840789795
BIHAR,2023,Jun-Sep,Plain-land,998.5179443359375
BIHAR,2023,Mar-May,Plain-land,233.10662841796875
BIHAR,2023,Oct-Dec,Plain-land,175.81488037109375
CHHATTISGARH,2023,Jan-Feb,Hilly,38.38483810424805
CHHATTISGARH,2023,Jun-Sep,Hilly,1242.40966796875
CHHATTISGARH,2023,Mar-May,Hilly,307.9830017089844
CHHATTISGARH,2023,Oct-Dec,Hilly,143.45773315429688
COASTAL ANDHRA PRADESH,2023,Jan-Feb,Coastal,11.358601570129395
COASTAL ANDHRA PRADESH,2023,Jun-Sep,Coastal,1619.6861572265625
COASTAL ANDHRA PRADESH,2023,Mar-May,Coastal,202.22320556640625
COASTAL ANDHRA PRADESH,2023,Oct-Dec,Coastal,257.13018798828125
COASTAL KARNATAKA,2023,Jan-Feb,Coastal,6.207327842712402
COASTAL KARNATAKA,2023,Jun-Sep,Coastal,1574.021484375
COASTAL KARNATAKA,2023,Mar-May,Coastal,176.83206176757812
COASTAL KARNATAKA,2023,Oct-Dec,Coastal,236.903564453125
EAST MADHYA PRADESH,2023,Jan-Feb,Everything,25.48314094543457
EAST MADHYA PRADESH,2023,Jun-Sep,Everything,1241.7099609375
EAST MADHYA PRADESH,2023,Mar-May,Everything,164.57058715820312
EAST MADHYA PRADESH,2023,Oct-Dec,Everything,72.7460708618164
EAST RAJASTHAN,2023,Jan-Feb,Desert,5.524385452270508
EAST RAJASTHAN,2023,Jun-Sep,Desert,1338.94189453125
EAST RAJASTHAN,2023,Mar-May,Desert,130.05010986328125
EAST RAJASTHAN,2023,Oct-Dec,Desert,117.38923645019531
EAST UTTAR PRADESH,2023,Jan-Feb,Rugged,0.22549448907375336
EAST UTTAR PRADESH,2023,Jun-Sep,Rugged,720.2086791992188
EAST UTTAR PRADESH,2023,Mar-May,Rugged,37.44489288330078
EAST UTTAR PRADESH,2023,Oct-Dec,Rugged,18.391740798950195
GANGETIC WEST BENGAL,2023,Jan-Feb,Coastal-plateau,4.739841938018799
GANGETIC WEST BENGAL,2023,Jun-Sep,Coastal-plateau,1319.26513671875
GANGETIC WEST BENGAL,2023,Mar-May,Coastal-plateau,121.59370422363281
GANGETIC WEST BENGAL,2023,Oct-Dec,Coastal-plateau,155.6279296875
GUJARAT REGION,2023,Jan-Feb,Desert/marsh,27.402374267578125
GUJARAT REGION,2023,Jun-Sep,Desert/marsh,1132.15625
GUJARAT REGION,2023,Mar-May,Desert/marsh,131.5975341796875
GUJARAT REGION,2023,Oct-Dec,Desert/marsh,89.2138900756836
HARYANA DELHI & CHANDIGARH,2023,Jan-Feb,Plain-land,1.5231342315673828
HARYANA DELHI & CHANDIGARH,2023,Jun-Sep,Plain-land,702.9571533203125
HARYANA DELHI & CHANDIGARH,2023,Mar-May,Plain-land,55.83774185180664
HARYANA DELHI & CHANDIGARH,2023,Oct-Dec,Plain-land,29.25796890258789
HIMACHAL PRADESH,2023,Jan-Feb,Hilly,64.25377655029297
HIMACHAL PRADESH,2023,Jun-Sep,Hilly,864.9495849609375
HIMACHAL PRADESH,2023,Mar-May,Hilly,204.11514282226562
HIMACHAL PRADESH,2023,Oct-Dec,Hilly,91.78722381591797
JAMMU & KASHMIR,2023,Jan-Feb,Hilly,63.625946044921875
JAMMU & KASHMIR,2023,Jun-Sep,Hilly,840.1458740234375
JAMMU & KASHMIR,2023,Mar-May,Hilly,205.10423278808594
JAMMU & KASHMIR,2023,Oct-Dec,Hilly,93.47367095947266
JHARKHAND,2023,Jan-Feb,Forest,53.87720489501953
JHARKHAND,2023,Jun-Sep,Forest,865.7733154296875
JHARKHAND,2023,Mar-May,Forest,183.8794708251953
JHARKHAND,2023,Oct-Dec,Forest,97.01602935791016
KERALA,2023,Jan-Feb,Coastal,12.107308387756348
KERALA,2023,Jun-Sep,Coastal,1098.3157958984375
KERALA,2023,Mar-May,Coastal,146.29949951171875
KERALA,2023,Oct-Dec,Coastal,187.41412353515625
MADHYA MAHARASHTRA,2023,Jan-Feb,Plain-land,6.0863566398620605
MADHYA MAHARASHTRA,2023,Jun-Sep,Plain-land,649.8909912109375
MADHYA MAHARASHTRA,2023,Mar-May,Plain-land,45.15117645263672
MADHYA MAHARASHTRA,2023,Oct-Dec,Plain-land,35.65946960449219
NAGA MANI MIZO TRIPURA,2023,Jan-Feb,Hilly,58.40238571166992
NAGA MANI MIZO TRIPURA,2023,Jun-Sep,Hilly,790.538330078125
NAGA MANI MIZO TRIPURA,2023,Mar-May,Hilly,202.5000457763672
NAGA MANI MIZO TRIPURA,2023,Oct-Dec,Hilly,97.04069519042969
NORTH INTERIOR KARNATAKA,2023,Jan-Feb,Coastal,13.228596687316895
NORTH INTERIOR KARNATAKA,2023,Jun-Sep,Coastal,973.0084228515625
NORTH INTERIOR KARNATAKA,2023,Mar-May,Coastal,151.38973999023438
NORTH INTERIOR KARNATAKA,2023,Oct-Dec,Coastal,168.5456085205078
ORISSA,2023,Jan-Feb,Coastal,13.891383171081543
ORISSA,2023,Jun-Sep,Coastal,940.439697265625
ORISSA,2023,Mar-May,Coastal,149.5667724609375
ORISSA,2023,Oct-Dec,Coastal,163.43374633789062
PUNJAB,2023,Jan-Feb,Plain-land,6.640868663787842
PUNJAB,2023,Jun-Sep,Plain-land,613.23291015625
PUNJAB,2023,Mar-May,Plain-land,31.784934997558594
PUNJAB,2023,Oct-Dec,Plain-land,49.654029846191406
SOUTH INTERIOR KARNATAKA,2023,Jan-Feb,Coastal,12.875700950622559
SOUTH INTERIOR KARNATAKA,2023,Jun-Sep,Coastal,893.2923583984375
SOUTH INTERIOR KARNATAKA,2023,Mar-May,Coastal,143.00909423828125
SOUTH INTERIOR KARNATAKA,2023,Oct-Dec,Coastal,154.18783569335938
SUB HIMALAYAN WEST BENGAL & SIKKIM,2023,Jan-Feb,Hilly,51.779762268066406
SUB HIMALAYAN WEST BENGAL & SIKKIM,2023,Jun-Sep,Hilly,741.9454345703125
SUB HIMALAYAN WEST BENGAL & SIKKIM,2023,Mar-May,Hilly,182.82626342773438
SUB HIMALAYAN WEST BENGAL & SIKKIM,2023,Oct-Dec,Hilly,116.08274841308594
TAMIL NADU,2023,Jan-Feb,Hilly/coastal,46.65157699584961
TAMIL NADU,2023,Jun-Sep,Hilly/coastal,697.6932983398438
TAMIL NADU,2023,Mar-May,Hilly/coastal,137.48626708984375
TAMIL NADU,2023,Oct-Dec,Hilly/coastal,134.02882385253906
TELANGANA,2023,Jan-Feb,Hilly/plain,38.54137420654297
TELANGANA,2023,Jun-Sep,Hilly/plain,653.97900390625
TELANGANA,2023,Mar-May,Hilly/plain,94.09583282470703
TELANGANA,2023,Oct-Dec,Hilly/plain,118.11699676513672
UTTARAKHAND,2023,Jan-Feb,Hilly,49.090415954589844
UTTARAKHAND,2023,Jun-Sep,Hilly,705.210693359375
UTTARAKHAND,2023,Mar-May,Hilly,167.27960205078125
UTTARAKHAND,2023,Oct-Dec,Hilly,129.76565551757812
WEST MADHYA PRADESH,2023,Jan-Feb,Plain-land,9.20908260345459
WEST MADHYA PRADESH,2023,Jun-Sep,Plain-land,567.168701171875
WEST MADHYA PRADESH,2023,Mar-May,Plain-land,32.028480529785156
WEST MADHYA PRADESH,2023,Oct-Dec,Plain-land,79.12677764892578
WEST RAJASTHAN,2023,Jan-Feb,Desert,14.820798873901367
WEST RAJASTHAN,2023,Jun-Sep,Desert,751.8861083984375
WEST RAJASTHAN,2023,Mar-May,Desert,134.65460205078125
WEST RAJASTHAN,2023,Oct-Dec,Desert,116.90021514892578
WEST UTTAR PRADESH,2023,Jan-Feb,Hilly,48.6292724609375
WEST UTTAR PRADESH,2023,Jun-Sep,Hilly,668.492919921875
WEST UTTAR PRADESH,2023,Mar-May,Hilly,157.19363403320312
WEST UTTAR PRADESH,2023,Oct-Dec,Hilly,145.74667358398438
ANDAMAN & NICOBAR ISLANDS,2024,Jan-Feb,Island,91.75621795654297
ANDAMAN & NICOBAR ISLANDS,2024,Jun-Sep,Island,1211.4288330078125
ANDAMAN & NICOBAR ISLANDS,2024,Mar-May,Island,428.0171813964844
ANDAMAN & NICOBAR ISLANDS,2024,Oct-Dec,Island,335.900390625
ARUNACHAL PRADESH,2024,Jan-Feb,Hilly,103.02545166015625
ARUNACHAL PRADESH,2024,Jun-Sep,Hilly,1380.2313232421875
ARUNACHAL PRADESH,2024,Mar-May,Hilly,427.3346252441406
ARUNACHAL PRADESH,2024,Oct-Dec,Hilly,273.6946716308594
ASSAM & MEGHALAYA,2024,Jan-Feb,Hilly,70.96646881103516
ASSAM & MEGHALAYA,2024,Jun-Sep,Hilly,1333.328125
ASSAM & MEGHALAYA,2024,Mar-May,Hilly,387.2149353027344
ASSAM & MEGHALAYA,2024,Oct-Dec,Hilly,229.37765502929688
BIHAR,2024,Jan-Feb,Plain-land,12.101580619812012
BIHAR,2024,Jun-Sep,Plain-land,997.8487548828125
BIHAR,2024,Mar-May,Plain-land,235.17288208007812
BIHAR,2024,Oct-Dec,Plain-land,177.2584686279297
CHHATTISGARH,2024,Jan-Feb,Hilly,39.052085876464844
CHHATTISGARH,2024,Jun-Sep,Hilly,1239.52197265625
CHHATTISGARH,2024,Mar-May,Hilly,309.35107421875
CHHATTISGARH,2024,Oct-Dec,Hilly,144.4652099609375
COASTAL ANDHRA PRADESH,2024,Jan-Feb,Coastal,12.730319023132324
COASTAL ANDHRA PRADESH,2024,Jun-Sep,Coastal,1615.906005859375
COASTAL ANDHRA PRADESH,2024,Mar-May,Coastal,204.67401123046875
COASTAL ANDHRA PRADESH,2024,Oct-Dec,Coastal,258.3495178222656
COASTAL KARNATAKA,2024,Jan-Feb,Coastal,7.151930332183838
COASTAL KARNATAKA,2024,Jun-Sep,Coastal,1570.2412109375
COASTAL KARNATAKA,2024,Mar-May,Coastal,179.27752685546875
COASTAL KARNATAKA,2024,Oct-Dec,Coastal,238.11459350585938
EAST MADHYA PRADESH,2024,Jan-Feb,Everything,25.713441848754883
EAST MADHYA PRADESH,2024,Jun-Sep,Everything,1238.605712890625
EAST MADHYA PRADESH,2024,Mar-May,Everything,166.25885009765625
EAST MADHYA PRADESH,2024,Oct-Dec,Everything,73.8703842163086
EAST RAJASTHAN,2024,Jan-Feb,Desert,6.200043678283691
EAST RAJASTHAN,2024,Jun-Sep,Desert,1335.6771240234375
EAST RAJASTHAN,2024,Mar-May,Desert,131.8305206298828
EAST RAJASTHAN,2024,Oct-Dec,Desert,118.7279281616211
EAST UTTAR PRADESH,2024,Jan-Feb,Rugged,0.22394105792045593
EAST UTTAR PRADESH,2024,Jun-Sep,Rugged,720.4530029296875
EAST UTTAR PRADESH,2024,Mar-May,Rugged,39.22038269042969
EAST UTTAR PRADESH,2024,Oct-Dec,Rugged,20.161649703979492
GANGETIC WEST BENGAL,2024,Jan-Feb,Coastal-plateau,5.314106464385986
GANGETIC WEST BENGAL,2024,Jun-Sep,Coastal-plateau,1316.01416015625
GANGETIC WEST BENGAL,2024,Mar-May,Coastal-plateau,123.25025177001953
GANGETIC WEST BENGAL,2024,Oct-Dec,Coastal-plateau,156.10385131835938
GUJARAT REGION,2024,Jan-Feb,Desert/marsh,27.549299240112305
GUJARAT REGION,2024,Jun-Sep,Desert/marsh,1129.130615234375
GUJARAT REGION,2024,Mar-May,Desert/marsh,132.8891143798828
GUJARAT REGION,2024,Oct-Dec,Desert/marsh,90.24398040771484
HARYANA DELHI & CHANDIGARH,2024,Jan-Feb,Plain-land,1.53203547000885
HARYANA DELHI & CHANDIGARH,2024,Jun-Sep,Plain-land,702.7587890625
HARYANA DELHI & CHANDIGARH,2024,Mar-May,Plain-land,57.20528793334961
HARYANA DELHI & CHANDIGARH,2024,Oct-Dec,Plain-land,30.457965850830078
HIMACHAL PRADESH,2024,Jan-Feb,Hilly,64.21975708007812
HIMACHAL PRADESH,2024,Jun-Sep,Hilly,863.6031494140625
HIMACHAL PRADESH,2024,Mar-May,Hilly,204.76535034179688
HIMACHAL PRADESH,2024,Oct-Dec,Hilly,92.5835189819336
JAMMU & KASHMIR,2024,Jan-Feb,Hilly,63.65515899658203
JAMMU & KASHMIR,2024,Jun-Sep,Hilly,838.6221923828125
JAMMU & KASHMIR,2024,Mar-May,Hilly,205.49224853515625
JAMMU & KASHMIR,2024,Oct-Dec,Hilly,94.64838409423828
JHARKHAND,2024,Jan-Feb,Forest,53.918739318847656
JHARKHAND,2024,Jun-Sep,Forest,863.8863525390625
JHARKHAND,2024,Mar-May,Forest,184.45474243164062
JHARKHAND,2024,Oct-Dec,Forest,98.13837432861328
KERALA,2024,Jan-Feb,Coastal,12.596478462219238
KERALA,2024,Jun-Sep,Coastal,1096.181884765625
KERALA,2024,Mar-May,Coastal,147.6121063232422
KERALA,2024,Oct-Dec,Coastal,187.53085327148438
MADHYA MAHARASHTRA,2024,Jan-Feb,Plain-land,6.391329288482666
MADHYA MAHARASHTRA,2024,Jun-Sep,Plain-land,648.6622314453125
MADHYA MAHARASHTRA,2024,Mar-May,Plain-land,46.49106216430664
MADHYA MAHARASHTRA,2024,Oct-Dec,Plain-land,36.16261291503906
NAGA MANI MIZO TRIPURA,2024,Jan-Feb,Hilly,58.616092681884766
NAGA MANI MIZO TRIPURA,2024,Jun-Sep,Hilly,788.60986328125
NAGA MANI MIZO TRIPURA,2024,Mar-May,Hilly,203.09446716308594
NAGA MANI MIZO TRIPURA,2024,Oct-Dec,Hilly,97.8984603881836
NORTH INTERIOR KARNATAKA,2024,Jan-Feb,Coastal,13.4476957321167
NORTH INTERIOR KARNATAKA,2024,Jun-Sep,Coastal,971.1876831054688
NORTH INTERIOR KARNATAKA,2024,Mar-May,Coastal,152.73452758789062
NORTH INTERIOR KARNATAKA,2024,Oct-Dec,Coastal,169.29583740234375
ORISSA,2024,Jan-Feb,Coastal,14.06702709197998
ORISSA,2024,Jun-Sep,Coastal,938.8170776367188
ORISSA,2024,Mar-May,Coastal,150.75259399414062
ORISSA,2024,Oct-Dec,Coastal,164.16539001464844
PUNJAB,2024,Jan-Feb,Plain-land,6.981379985809326
PUNJAB,2024,Jun-Sep,Plain-land,611.8670654296875
PUNJAB,2024,Mar-May,Plain-land,33.014686584472656
PUNJAB,2024,Oct-Dec,Plain-land,49.994083404541016
SOUTH INTERIOR KARNATAKA,2024,Jan-Feb,Coastal,13.050430297851562
SOUTH INTERIOR KARNATAKA,2024,Jun-Sep,Coastal,891.4556884765625
SOUTH INTERIOR KARNATAKA,2024,Mar-May,Coastal,143.84495544433594
SOUTH INTERIOR KARNATAKA,2024,Oct-Dec,Coastal,154.98512268066406
SUB HIMALAYAN WEST BENGAL & SIKKIM,2024,Jan-Feb,Hilly,52.103782653808594
SUB HIMALAYAN WEST BENGAL & SIKKIM,2024,Jun-Sep,Hilly,739.942626953125
SUB HIMALAYAN WEST BENGAL & SIKKIM,2024,Mar-May,Hilly,183.2034912109375
SUB HIMALAYAN WEST BENGAL & SIKKIM,2024,Oct-Dec,Hilly,116.35546112060547
TAMIL NADU,2024,Jan-Feb,Hilly/coastal,47.01782989501953
TAMIL NADU,2024,Jun-Sep,Hilly/coastal,695.6165161132812
TAMIL NADU,2024,Mar-May,Hilly/coastal,138.3094024658203
TAMIL NADU,2024,Oct-Dec,Hilly/coastal,134.26052856445312
TELANGANA,2024,Jan-Feb,Hilly/plain,39.00139236450195
TELANGANA,2024,Jun-Sep,Hilly/plain,652.0525512695312
TELANGANA,2024,Mar-May,Hilly/plain,95.26595306396484
TELANGANA,2024,Oct-Dec,Hilly/plain,118.463134765625
UTTARAKHAND,2024,Jan-Feb,Hilly,49.412559509277344
UTTARAKHAND,2024,Jun-Sep,Hilly,703.0780029296875
UTTARAKHAND,2024,Mar-May,Hilly,167.63400268554688
UTTARAKHAND,2024,Oct-Dec,Hilly,130.03839111328125
WEST MADHYA PRADESH,2024,Jan-Feb,Plain-land,9.65566349029541
WEST MADHYA PRADESH,2024,Jun-Sep,Plain-land,565.3170166015625
WEST MADHYA PRADESH,2024,Mar-May,Plain-land,33.044097900390625
WEST MADHYA PRADESH,2024,Oct-Dec,Plain-land,79.30175018310547
WEST RAJASTHAN,2024,Jan-Feb,Desert,14.96453857421875
WEST RAJASTHAN,2024,Jun-Sep,Desert,750.092041015625
WEST RAJASTHAN,2024,Mar-May,Desert,135.3067626953125
WEST RAJASTHAN,2024,Oct-Dec,Desert,117.37179565429688
WEST UTTAR PRADESH,2024,Jan-Feb,Hilly,48.96672058105469
WEST UTTAR PRADESH,2024,Jun-Sep,Hilly,666.901123046875
WEST UTTAR PRADESH,2024,Mar-May,Hilly,157.60247802734375
WEST UTTAR PRADESH,2024,Oct-Dec,Hilly,145.82162475585938
ANDAMAN & NICOBAR ISLANDS,2025,Jan-Feb,Island,93.52503204345703
ANDAMAN & NICOBAR ISLANDS,2025,Jun-Sep,Island,1208.753173828125
ANDAMAN & NICOBAR ISLANDS,2025,Mar-May,Island,429.6945495605469
ANDAMAN & NICOBAR ISLANDS,2025,Oct-Dec,Island,336.7454528808594
ARUNACHAL PRADESH,2025,Jan-Feb,Hilly,104.92008209228516
ARUNACHAL PRADESH,2025,Jun-Sep,Hilly,1377.34375
ARUNACHAL PRADESH,2025,Mar-May,Hilly,428.3538513183594
ARUNACHAL PRADESH,2025,Oct-Dec,Hilly,274.55523681640625
ASSAM & MEGHALAYA,2025,Jan-Feb,Hilly,72.68265533447266
ASSAM & MEGHALAYA,2025,Jun-Sep,Hilly,1330.4404296875
ASSAM & MEGHALAYA,2025,Mar-May,Hilly,388.3846740722656
ASSAM & MEGHALAYA,2025,Oct-Dec,Hilly,230.3214569091797
BIHAR,2025,Jan-Feb,Plain-land,12.488297462463379
BIHAR,2025,Jun-Sep,Plain-land,997.4486694335938
BIHAR,2025,Mar-May,Plain-land,237.26885986328125
BIHAR,2025,Oct-Dec,Plain-land,178.75088500976562
CHHATTISGARH,2025,Jan-Feb,Hilly,39.81901550292969
CHHATTISGARH,2025,Jun-Sep,Hilly,1236.63427734375
CHHATTISGARH,2025,Mar-May,Hilly,311.0135803222656
CHHATTISGARH,2025,Oct-Dec,Hilly,145.50839233398438
COASTAL ANDHRA PRADESH,2025,Jan-Feb,Coastal,14.205836296081543
COASTAL ANDHRA PRADESH,2025,Jun-Sep,Coastal,1612.1259765625
COASTAL ANDHRA PRADESH,2025,Mar-May,Coastal,207.1248779296875
COASTAL ANDHRA PRADESH,2025,Oct-Dec,Coastal,259.5832214355469
COASTAL KARNATAKA,2025,Jan-Feb,Coastal,8.144917488098145
COASTAL KARNATAKA,2025,Jun-Sep,Coastal,1566.4609375
COASTAL KARNATAKA,2025,Mar-May,Coastal,181.7318115234375
COASTAL KARNATAKA,2025,Oct-Dec,Coastal,239.32559204101562
EAST MADHYA PRADESH,2025,Jan-Feb,Everything,26.050567626953125
EAST MADHYA PRADESH,2025,Jun-Sep,Everything,1235.5010986328125
EAST MADHYA PRADESH,2025,Mar-May,Everything,167.99789428710938
EAST MADHYA PRADESH,2025,Oct-Dec,Everything,74.99466705322266
EAST RAJASTHAN,2025,Jan-Feb,Desert,6.910143852233887
EAST RAJASTHAN,2025,Jun-Sep,Desert,1332.47216796875
EAST RAJASTHAN,2025,Mar-May,Desert,133.6109619140625
EAST RAJASTHAN,2025,Oct-Dec,Desert,120.06664276123047
EAST UTTAR PRADESH,2025,Jan-Feb,Rugged,0.2223876416683197
EAST UTTAR PRADESH,2025,Jun-Sep,Rugged,720.79833984375
EAST UTTAR PRADESH,2025,Mar-May,Rugged,41.05409240722656
EAST UTTAR PRADESH,2025,Oct-Dec,Rugged,21.835607528686523
GANGETIC WEST BENGAL,2025,Jan-Feb,Coastal-plateau,5.9115166664123535
GANGETIC WEST BENGAL,2025,Jun-Sep,Coastal-plateau,1312.7630615234375
GANGETIC WEST BENGAL,2025,Mar-May,Coastal-plateau,124.90679168701172
GANGETIC WEST BENGAL,2025,Oct-Dec,Coastal-plateau,156.60012817382812
GUJARAT REGION,2025,Jan-Feb,Desert/marsh,27.771875381469727
GUJARAT REGION,2025,Jun-Sep,Desert/marsh,1126.48388671875
GUJARAT REGION,2025,Mar-May,Desert/marsh,134.18064880371094
GUJARAT REGION,2025,Oct-Dec,Desert/marsh,91.4376449584961
