SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY1,TERRAIN,CLIMATE,SEVERITY
JAMMU & KASHMIR,1991,1448.8,Mar-May,502.7,0,Hilly,Dry,0
JAMMU & KASHMIR,1991,1448.8,Jun-Sep,591.6,1,Hilly,Dry,0
JAMMU & KASHMIR,1991,1448.8,Oct-Dec,66.7,0,Hilly,Dry,0
JAMMU & KASHMIR,1992,1478.1,Jan-Feb,253.2,0,Hilly,Dry,0
JAMMU & KASHMIR,1992,1478.1,Mar-May,392.2,0,Hilly,Dry,0
JAMMU & KASHMIR,1992,1478.1,Jun-Sep,746.1,0,Hilly,Dry,0
JAMMU & KASHMIR,1992,1478.1,Oct-Dec,86.6,0,Hilly,Dry,0
JAMMU & KASHMIR,1993,1243.8,Jan-Feb,238.5,0,Hilly,Dry,0
JAMMU & KASHMIR,1993,1243.8,Mar-May,371.4,0,Hilly,Dry,0
JAMMU & KASHMIR,1993,1243.8,Jun-Sep,566,0,Hilly,Dry,0
JAMMU & KASHMIR,1993,1243.8,Oct-Dec,67.8,0,Hilly,Dry,0
JAMMU & KASHMIR,1994,1732.5,Jan-Feb,273,0,Hilly,Dry,0
JAMMU & KASHMIR,1994,1732.5,Mar-May,318.1,0,Hilly,Dry,0
JAMMU & KASHMIR,1994,1732.5,Jun-Sep,870.3,1,Hilly,Dry,0
JAMMU & KASHMIR,1994,1732.5,Oct-Dec,271.1,0,Hilly,Dry,0
JAMMU & KASHMIR,1995,1619.6,Jan-Feb,311.6,0,Hilly,Dry,0
JAMMU & KASHMIR,1995,1619.6,Mar-May,328.5,0,Hilly,Dry,0
JAMMU & KASHMIR,1995,1619.6,Jun-Sep,845.4,0,Hilly,Dry,0
JAMMU & KASHMIR,1995,1619.6,Oct-Dec,134.1,0,Hilly,Dry,0
JAMMU & KASHMIR,1996,1620.4,Jan-Feb,243.2,0,Hilly,Dry,0
JAMMU & KASHMIR,1996,1620.4,Mar-May,424.4,0,Hilly,Dry,0
JAMMU & KASHMIR,1996,1620.4,Jun-Sep,811.8,1,Hilly,Dry,0
JAMMU & KASHMIR,1996,1620.4,Oct-Dec,141,0,Hilly,Dry,0
JAMMU & KASHMIR,1997,1295.9,Jan-Feb,124,0,Hilly,Dry,0
JAMMU & KASHMIR,1997,1295.9,Mar-May,397.7,0,Hilly,Dry,0
JAMMU & KASHMIR,1997,1295.9,Jun-Sep,553.4,0,Hilly,Dry,0
JAMMU & KASHMIR,1997,1295.9,Oct-Dec,220.8,0,Hilly,Dry,0
JAMMU & KASHMIR,1998,1325.9,Jan-Feb,372.2,0,Hilly,Dry,0
JAMMU & KASHMIR,1998,1325.9,Mar-May,453.3,1,Hilly,Dry,0
JAMMU & KASHMIR,1998,1325.9,Jun-Sep,449.3,0,Hilly,Dry,0
JAMMU & KASHMIR,1998,1325.9,Oct-Dec,51.1,0,Hilly,Dry,0
JAMMU & KASHMIR,1999,890.3,Jan-Feb,239.4,0,Hilly,Dry,0
JAMMU & KASHMIR,1999,890.3,Mar-May,163.5,0,Hilly,Dry,0
JAMMU & KASHMIR,1999,890.3,Jun-Sep,415.5,0,Hilly,Dry,0
JAMMU & KASHMIR,1999,890.3,Oct-Dec,72,0,Hilly,Dry,0
JAMMU & KASHMIR,2000,984.6,Jan-Feb,266.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2000,984.6,Mar-May,171.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2000,984.6,Jun-Sep,485.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2000,984.6,Oct-Dec,60.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2001,952.7,Jan-Feb,71.7,0,Hilly,Dry,0
JAMMU & KASHMIR,2001,952.7,Mar-May,244.1,0,Hilly,Dry,0
JAMMU & KASHMIR,2001,952.7,Jun-Sep,546.3,0,Hilly,Dry,0
JAMMU & KASHMIR,2001,952.7,Oct-Dec,90.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2002,903.5,Jan-Feb,159.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2002,903.5,Mar-May,224.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2002,903.5,Jun-Sep,488.3,0,Hilly,Dry,0
JAMMU & KASHMIR,2002,903.5,Oct-Dec,30.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2003,1311.1,Jan-Feb,294.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2003,1311.1,Mar-May,399.7,0,Hilly,Dry,0
JAMMU & KASHMIR,2003,1311.1,Jun-Sep,488.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2003,1311.1,Oct-Dec,128.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2004,944.9,Jan-Feb,246.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2004,944.9,Mar-May,227.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2004,944.9,Jun-Sep,331.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2004,944.9,Oct-Dec,138.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2005,1692.7,Jan-Feb,699.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2005,1692.7,Mar-May,346.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2005,1692.7,Jun-Sep,609.7,1,Hilly,Dry,0
JAMMU & KASHMIR,2005,1692.7,Oct-Dec,37,0,Hilly,Dry,0
JAMMU & KASHMIR,2006,1519.8,Jan-Feb,292.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2006,1519.8,Mar-May,174.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2006,1519.8,Jun-Sep,817.8,1,Hilly,Dry,0
JAMMU & KASHMIR,2006,1519.8,Oct-Dec,234.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2007,1023.5,Jan-Feb,129,0,Hilly,Dry,0
JAMMU & KASHMIR,2007,1023.5,Mar-May,339.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2007,1023.5,Jun-Sep,506.1,0,Hilly,Dry,0
JAMMU & KASHMIR,2007,1023.5,Oct-Dec,48.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2008,1224.5,Jan-Feb,284.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2008,1224.5,Mar-May,170.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2008,1224.5,Jun-Sep,612,0,Hilly,Dry,0
JAMMU & KASHMIR,2008,1224.5,Oct-Dec,157.4,0,Hilly,Dry,0
JAMMU & KASHMIR,2009,NA,Jan-Feb,238.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2009,NA,Mar-May,241.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2009,NA,Jun-Sep,NA,0,Hilly,Dry,0
JAMMU & KASHMIR,2009,NA,Oct-Dec,NA,0,Hilly,Dry,0
JAMMU & KASHMIR,2010,997.9,Jan-Feb,173.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2010,997.9,Mar-May,227.1,0,Hilly,Dry,0
JAMMU & KASHMIR,2010,997.9,Jun-Sep,522.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2010,997.9,Oct-Dec,74.7,0,Hilly,Dry,0
JAMMU & KASHMIR,2011,887.6,Jan-Feb,254.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2011,887.6,Mar-May,219.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2011,887.6,Jun-Sep,357.3,0,Hilly,Dry,0
JAMMU & KASHMIR,2011,887.6,Oct-Dec,56.1,0,Hilly,Dry,0
JAMMU & KASHMIR,2012,1034.7,Jan-Feb,246.7,0,Hilly,Dry,0
JAMMU & KASHMIR,2012,1034.7,Mar-May,180.7,0,Hilly,Dry,0
JAMMU & KASHMIR,2012,1034.7,Jun-Sep,523,0,Hilly,Dry,0
JAMMU & KASHMIR,2012,1034.7,Oct-Dec,84.3,0,Hilly,Dry,0
JAMMU & KASHMIR,2013,859.3,Jan-Feb,188.6,0,Hilly,Dry,0
JAMMU & KASHMIR,2013,859.3,Mar-May,136.7,0,Hilly,Dry,0
JAMMU & KASHMIR,2013,859.3,Jun-Sep,465.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2013,859.3,Oct-Dec,68.1,0,Hilly,Dry,0
JAMMU & KASHMIR,2014,1093.4,Jan-Feb,139.8,0,Hilly,Dry,0
JAMMU & KASHMIR,2014,1093.4,Mar-May,281.9,0,Hilly,Dry,0
JAMMU & KASHMIR,2014,1093.4,Jun-Sep,623.2,0,Hilly,Dry,0
JAMMU & KASHMIR,2014,1093.4,Oct-Dec,48.5,0,Hilly,Dry,0
JAMMU & KASHMIR,2015,1572.8,Jan-Feb,215.1,0,Hilly,Dry,0
JAMMU & KASHMIR,2015,1572.8,Mar-May,579.3,0,Hilly,Dry,0
JAMMU & KASHMIR,2015,1572.8,Jun-Sep,614,0,Hilly,Dry,0
JAMMU & KASHMIR,2015,1572.8,Oct-Dec,164.5,0,Hilly,Dry,0
JHARKHAND,1980,1340.6,Jan-Feb,28.5,0,Forest,Dry,0
JHARKHAND,1980,1340.6,Mar-May,98.1,0,Forest,Dry,0
JHARKHAND,1980,1340.6,Jun-Sep,1137.8,0,Forest,Dry,2
JHARKHAND,1980,1340.6,Oct-Dec,76.1,0,Forest,Dry,0
JHARKHAND,1981,1167.2,Jan-Feb,74.2,0,Forest,Dry,0
JHARKHAND,1981,1167.2,Mar-May,156,0,Forest,Dry,0
JHARKHAND,1981,1167.2,Jun-Sep,914.5,0,Forest,Dry,0
JHARKHAND,1981,1167.2,Oct-Dec,22.5,0,Forest,Dry,0
JHARKHAND,1982,1085.3,Jan-Feb,32,0,Forest,Dry,0
JHARKHAND,1982,1085.3,Mar-May,141.5,0,Forest,Dry,0
JHARKHAND,1982,1085.3,Jun-Sep,841.5,0,Forest,Dry,0
JHARKHAND,1982,1085.3,Oct-Dec,70.2,0,Forest,Dry,0
JHARKHAND,1983,1261.7,Jan-Feb,37.4,0,Forest,Dry,0
JHARKHAND,1983,1261.7,Mar-May,137.6,0,Forest,Dry,0
JHARKHAND,1983,1261.7,Jun-Sep,961.2,0,Forest,Dry,0
JHARKHAND,1983,1261.7,Oct-Dec,125.5,0,Forest,Dry,0
JHARKHAND,1984,1529.9,Jan-Feb,59.6,0,Forest,Dry,0
JHARKHAND,1984,1529.9,Mar-May,46.7,0,Forest,Dry,0
JHARKHAND,1984,1529.9,Jun-Sep,1373.2,0,Forest,Dry,4
JHARKHAND,1984,1529.9,Oct-Dec,50.5,0,Forest,Dry,0
JHARKHAND,1985,1240.3,Jan-Feb,28.3,0,Forest,Dry,0
JHARKHAND,1985,1240.3,Mar-May,58.6,0,Forest,Dry,0
JHARKHAND,1985,1240.3,Jun-Sep,998.3,0,Forest,Dry,0
JHARKHAND,1985,1240.3,Oct-Dec,155.1,0,Forest,Dry,0
JHARKHAND,1986,1335.6,Jan-Feb,28.1,0,Forest,Dry,0
JHARKHAND,1986,1335.6,Mar-May,103.7,0,Forest,Dry,0
JHARKHAND,1986,1335.6,Jun-Sep,1006.6,0,Forest,Dry,1
JHARKHAND,1986,1335.6,Oct-Dec,197.2,0,Forest,Dry,0
JHARKHAND,1987,1332.7,Jan-Feb,15.9,0,Forest,Dry,0
JHARKHAND,1987,1332.7,Mar-May,86.1,0,Forest,Dry,0
JHARKHAND,1987,1332.7,Jun-Sep,1174.1,0,Forest,Dry,2
JHARKHAND,1987,1332.7,Oct-Dec,56.6,0,Forest,Dry,0
JHARKHAND,1988,1153.7,Jan-Feb,40.2,0,Forest,Dry,0
JHARKHAND,1988,1153.7,Mar-May,89.5,0,Forest,Dry,0
JHARKHAND,1988,1153.7,Jun-Sep,981.1,0,Forest,Dry,0
JHARKHAND,1988,1153.7,Oct-Dec,42.9,0,Forest,Dry,0
JHARKHAND,1989,1149,Jan-Feb,2.2,0,Forest,Dry,0
JHARKHAND,1989,1149,Mar-May,69.3,0,Forest,Dry,0
JHARKHAND,1989,1149,Jun-Sep,1009.5,0,Forest,Dry,1
JHARKHAND,1989,1149,Oct-Dec,67.9,0,Forest,Dry,0
JHARKHAND,1990,1404.2,Jan-Feb,48.7,0,Forest,Dry,0
JHARKHAND,1990,1404.2,Mar-May,128.2,0,Forest,Dry,0
JHARKHAND,1990,1404.2,Jun-Sep,1084.8,0,Forest,Dry,1
JHARKHAND,1990,1404.2,Oct-Dec,142.6,0,Forest,Dry,0
JHARKHAND,1991,1250.9,Jan-Feb,27.3,0,Forest,Dry,0
JHARKHAND,1991,1250.9,Mar-May,76,0,Forest,Dry,0
JHARKHAND,1991,1250.9,Jun-Sep,1082.2,0,Forest,Dry,1
JHARKHAND,1991,1250.9,Oct-Dec,65.5,0,Forest,Dry,0
JHARKHAND,1992,933,Jan-Feb,8.3,0,Forest,Dry,0
JHARKHAND,1992,933,Mar-May,61.2,0,Forest,Dry,0
JHARKHAND,1992,933,Jun-Sep,839.2,0,Forest,Dry,0
JHARKHAND,1992,933,Oct-Dec,24.3,0,Forest,Dry,0
JHARKHAND,1993,1204,Jan-Feb,3.7,0,Forest,Dry,0
JHARKHAND,1993,1204,Mar-May,98.6,0,Forest,Dry,0
JHARKHAND,1993,1204,Jun-Sep,1035.9,0,Forest,Dry,1
JHARKHAND,1993,1204,Oct-Dec,65.9,0,Forest,Dry,0
JHARKHAND,1994,1579.4,Jan-Feb,41.5,0,Forest,Dry,0
JHARKHAND,1994,1579.4,Mar-May,49.8,0,Forest,Dry,0
JHARKHAND,1994,1579.4,Jun-Sep,1366.3,0,Forest,Dry,4
JHARKHAND,1994,1579.4,Oct-Dec,121.8,0,Forest,Dry,0
JHARKHAND,1995,1366.5,Jan-Feb,23.5,0,Forest,Dry,0
JHARKHAND,1995,1366.5,Mar-May,56.9,0,Forest,Dry,0
JHARKHAND,1995,1366.5,Jun-Sep,1143.9,0,Forest,Dry,2
JHARKHAND,1995,1366.5,Oct-Dec,142.2,0,Forest,Dry,0
JHARKHAND,1996,1191.7,Jan-Feb,41.5,0,Forest,Dry,0
JHARKHAND,1996,1191.7,Mar-May,31.4,0,Forest,Dry,0
JHARKHAND,1996,1191.7,Jun-Sep,1094.8,0,Forest,Dry,1
JHARKHAND,1996,1191.7,Oct-Dec,24.1,0,Forest,Dry,0
JHARKHAND,1997,1461.3,Jan-Feb,13.2,0,Forest,Dry,0
JHARKHAND,1997,1461.3,Mar-May,56.1,0,Forest,Dry,0
JHARKHAND,1997,1461.3,Jun-Sep,1262.1,0,Forest,Dry,3
JHARKHAND,1997,1461.3,Oct-Dec,129.8,0,Forest,Dry,0
JHARKHAND,1998,1353.8,Jan-Feb,97,0,Forest,Dry,0
JHARKHAND,1998,1353.8,Mar-May,133.4,0,Forest,Dry,0
JHARKHAND,1998,1353.8,Jun-Sep,964.1,0,Forest,Dry,0
JHARKHAND,1998,1353.8,Oct-Dec,159.3,0,Forest,Dry,0
JHARKHAND,1999,1586.9,Jan-Feb,0.7,0,Forest,Dry,0
JHARKHAND,1999,1586.9,Mar-May,97,0,Forest,Dry,0
JHARKHAND,1999,1586.9,Jun-Sep,1345.1,0,Forest,Dry,4
JHARKHAND,1999,1586.9,Oct-Dec,144.1,0,Forest,Dry,0
JHARKHAND,2000,1191.5,Jan-Feb,24.7,0,Forest,Dry,0
JHARKHAND,2000,1191.5,Mar-May,93.6,0,Forest,Dry,0
JHARKHAND,2000,1191.5,Jun-Sep,1053.4,0,Forest,Dry,1
JHARKHAND,2000,1191.5,Oct-Dec,19.7,0,Forest,Dry,0
JHARKHAND,2001,1254.4,Jan-Feb,5.8,0,Forest,Dry,0
JHARKHAND,2001,1254.4,Mar-May,101.4,0,Forest,Dry,0
JHARKHAND,2001,1254.4,Jun-Sep,1031.5,0,Forest,Dry,1
JHARKHAND,2001,1254.4,Oct-Dec,115.7,0,Forest,Dry,0
JHARKHAND,2002,1034.9,Jan-Feb,14.4,0,Forest,Dry,0
JHARKHAND,2002,1034.9,Mar-May,60.9,0,Forest,Dry,0
JHARKHAND,2002,1034.9,Jun-Sep,902.5,0,Forest,Dry,0
JHARKHAND,2002,1034.9,Oct-Dec,57.1,0,Forest,Dry,0
JHARKHAND,2003,1245,Jan-Feb,33.9,0,Forest,Dry,0
JHARKHAND,2003,1245,Mar-May,73.1,0,Forest,Dry,0
JHARKHAND,2003,1245,Jun-Sep,869,0,Forest,Dry,0
JHARKHAND,2003,1245,Oct-Dec,269.1,0,Forest,Dry,0
JHARKHAND,2004,1136.6,Jan-Feb,8.2,0,Forest,Dry,0
JHARKHAND,2004,1136.6,Mar-May,75.2,0,Forest,Dry,0
JHARKHAND,2004,1136.6,Jun-Sep,923.5,0,Forest,Dry,0
JHARKHAND,2004,1136.6,Oct-Dec,129.7,0,Forest,Dry,0
JHARKHAND,2005,960.4,Jan-Feb,39.6,0,Forest,Dry,0
JHARKHAND,2005,960.4,Mar-May,50.7,0,Forest,Dry,0
JHARKHAND,2005,960.4,Jun-Sep,779.5,0,Forest,Dry,0
JHARKHAND,2005,960.4,Oct-Dec,90.5,0,Forest,Dry,0
JHARKHAND,2006,1459.5,Jan-Feb,0.5,0,Forest,Dry,0
JHARKHAND,2006,1459.5,Mar-May,145.5,0,Forest,Dry,0
JHARKHAND,2006,1459.5,Jun-Sep,1281.4,1,Forest,Dry,1
JHARKHAND,2006,1459.5,Oct-Dec,32,0,Forest,Dry,0
JHARKHAND,2007,1437.3,Jan-Feb,50.1,0,Forest,Dry,0
JHARKHAND,2007,1437.3,Mar-May,105.8,0,Forest,Dry,0
JHARKHAND,2007,1437.3,Jun-Sep,1234.1,0,Forest,Dry,3
JHARKHAND,2007,1437.3,Oct-Dec,47.2,0,Forest,Dry,0
JHARKHAND,2008,1325.3,Jan-Feb,22.9,0,Forest,Dry,0
JHARKHAND,2008,1325.3,Mar-May,59.7,0,Forest,Dry,0
JHARKHAND,2008,1325.3,Jun-Sep,1207.7,1,Forest,Dry,1
JHARKHAND,2008,1325.3,Oct-Dec,35,0,Forest,Dry,0
JHARKHAND,2009,996.1,Jan-Feb,2.6,0,Forest,Dry,0
JHARKHAND,2009,996.1,Mar-May,80.8,0,Forest,Dry,0
JHARKHAND,2009,996.1,Jun-Sep,826.1,0,Forest,Dry,0
JHARKHAND,2009,996.1,Oct-Dec,86.6,0,Forest,Dry,0
JHARKHAND,2010,697.1,Jan-Feb,2.5,0,Forest,Dry,0
JHARKHAND,2010,697.1,Mar-May,36.4,0,Forest,Dry,0
JHARKHAND,2010,697.1,Jun-Sep,578.4,0,Forest,Dry,0
JHARKHAND,2010,697.1,Oct-Dec,79.8,0,Forest,Dry,0
JHARKHAND,2011,1374.7,Jan-Feb,5.8,0,Forest,Dry,0
JHARKHAND,2011,1374.7,Mar-May,86.8,0,Forest,Dry,0
JHARKHAND,2011,1374.7,Jun-Sep,1258.7,1,Forest,Dry,1
JHARKHAND,2011,1374.7,Oct-Dec,23.4,0,Forest,Dry,0
JHARKHAND,2012,1065,Jan-Feb,45,0,Forest,Dry,0
JHARKHAND,2012,1065,Mar-May,17.7,0,Forest,Dry,0
JHARKHAND,2012,1065,Jun-Sep,908.3,0,Forest,Dry,0
JHARKHAND,2012,1065,Oct-Dec,94,0,Forest,Dry,0
JHARKHAND,2013,1253.6,Jan-Feb,19,0,Forest,Dry,0
JHARKHAND,2013,1253.6,Mar-May,109,0,Forest,Dry,0
JHARKHAND,2013,1253.6,Jun-Sep,844.5,0,Forest,Dry,0
JHARKHAND,2013,1253.6,Oct-Dec,281.1,0,Forest,Dry,0
JHARKHAND,2014,1156.6,Jan-Feb,57.4,0,Forest,Dry,0
JHARKHAND,2014,1156.6,Mar-May,123.1,0,Forest,Dry,0
JHARKHAND,2014,1156.6,Jun-Sep,930.1,0,Forest,Dry,0
JHARKHAND,2014,1156.6,Oct-Dec,46.1,0,Forest,Dry,0
JHARKHAND,2015,1081.8,Jan-Feb,14.8,0,Forest,Dry,0
JHARKHAND,2015,1081.8,Mar-May,102.6,0,Forest,Dry,0
JHARKHAND,2015,1081.8,Jun-Sep,938.8,0,Forest,Dry,0
JHARKHAND,2015,1081.8,Oct-Dec,25.6,0,Forest,Dry,0
KERALA,1980,2803.4,Jan-Feb,0.9,0,Coastal,Humid,0
KERALA,1980,2803.4,Mar-May,240.9,0,Coastal,Humid,0
KERALA,1980,2803.4,Jun-Sep,2077.5,0,Coastal,Humid,2
KERALA,1980,2803.4,Oct-Dec,484.1,0,Coastal,Humid,0
KERALA,1981,3005.9,Jan-Feb,13.8,0,Coastal,Humid,0
KERALA,1981,3005.9,Mar-May,270.8,0,Coastal,Humid,0
KERALA,1981,3005.9,Jun-Sep,2274.4,0,Coastal,Humid,3
KERALA,1981,3005.9,Oct-Dec,446.9,0,Coastal,Humid,0
KERALA,1982,2223.3,Jan-Feb,0.8,0,Coastal,Humid,0
KERALA,1982,2223.3,Mar-May,230.6,0,Coastal,Humid,0
KERALA,1982,2223.3,Jun-Sep,1689.2,0,Coastal,Humid,0
KERALA,1982,2223.3,Oct-Dec,302.7,0,Coastal,Humid,0
KERALA,1983,2320.3,Jan-Feb,1.7,0,Coastal,Humid,0
KERALA,1983,2320.3,Mar-May,89.9,0,Coastal,Humid,0
KERALA,1983,2320.3,Jun-Sep,1906.9,0,Coastal,Humid,1
KERALA,1983,2320.3,Oct-Dec,321.8,0,Coastal,Humid,0
KERALA,1984,2762.1,Jan-Feb,96.8,0,Coastal,Humid,0
KERALA,1984,2762.1,Mar-May,342,0,Coastal,Humid,0
KERALA,1984,2762.1,Jun-Sep,1951.6,0,Coastal,Humid,1
KERALA,1984,2762.1,Oct-Dec,371.7,0,Coastal,Humid,0
KERALA,1985,2390.5,Jan-Feb,67.3,0,Coastal,Humid,0
KERALA,1985,2390.5,Mar-May,350,0,Coastal,Humid,0
KERALA,1985,2390.5,Jun-Sep,1650.4,0,Coastal,Humid,0
KERALA,1985,2390.5,Oct-Dec,322.8,0,Coastal,Humid,0
KERALA,1986,2093.2,Jan-Feb,24.3,0,Coastal,Humid,0
KERALA,1986,2093.2,Mar-May,200.9,0,Coastal,Humid,0
KERALA,1986,2093.2,Jun-Sep,1498.4,0,Coastal,Humid,0
KERALA,1986,2093.2,Oct-Dec,369.6,0,Coastal,Humid,0
KERALA,1987,2137.6,Jan-Feb,1.4,0,Coastal,Humid,0
KERALA,1987,2137.6,Mar-May,169.7,0,Coastal,Humid,0
KERALA,1987,2137.6,Jun-Sep,1347.2,0,Coastal,Humid,0
KERALA,1987,2137.6,Oct-Dec,619.2,0,Coastal,Humid,0
KERALA,1988,2403.5,Jan-Feb,18.3,0,Coastal,Humid,0
KERALA,1988,2403.5,Mar-May,372.9,0,Coastal,Humid,0
KERALA,1988,2403.5,Jun-Sep,1845.7,0,Coastal,Humid,1
KERALA,1988,2403.5,Oct-Dec,166.6,0,Coastal,Humid,0
KERALA,1989,2422.7,Jan-Feb,10.3,0,Coastal,Humid,0
KERALA,1989,2422.7,Mar-May,341.1,0,Coastal,Humid,0
KERALA,1989,2422.7,Jun-Sep,1664.7,3,Coastal,Humid,3
KERALA,1989,2422.7,Oct-Dec,406.5,0,Coastal,Humid,0
KERALA,1990,2693.1,Jan-Feb,19.7,0,Coastal,Humid,0
KERALA,1990,2693.1,Mar-May,548.3,0,Coastal,Humid,0
KERALA,1990,2693.1,Jun-Sep,1638,3,Coastal,Humid,3
KERALA,1990,2693.1,Oct-Dec,487.2,0,Coastal,Humid,0
KERALA,1991,3184.5,Jan-Feb,15.3,0,Coastal,Humid,0
KERALA,1991,3184.5,Mar-May,243.6,0,Coastal,Humid,0
KERALA,1991,3184.5,Jun-Sep,2515.6,4,Coastal,Humid,4
KERALA,1991,3184.5,Oct-Dec,410,0,Coastal,Humid,0
KERALA,1992,3239.5,Jan-Feb,3.4,0,Coastal,Humid,0
KERALA,1992,3239.5,Mar-May,261.6,0,Coastal,Humid,0
KERALA,1992,3239.5,Jun-Sep,2392.5,0,Coastal,Humid,3
KERALA,1992,3239.5,Oct-Dec,582.1,0,Coastal,Humid,0
KERALA,1993,2717.7,Jan-Feb,17.8,0,Coastal,Humid,0
KERALA,1993,2717.7,Mar-May,245.6,0,Coastal,Humid,0
KERALA,1993,2717.7,Jun-Sep,1823.1,0,Coastal,Humid,1
KERALA,1993,2717.7,Oct-Dec,631.3,0,Coastal,Humid,0
KERALA,1994,3410.8,Jan-Feb,51.4,0,Coastal,Humid,0
KERALA,1994,3410.8,Mar-May,313.9,0,Coastal,Humid,0
KERALA,1994,3410.8,Jun-Sep,2493,4,Coastal,Humid,4
KERALA,1994,3410.8,Oct-Dec,552.5,0,Coastal,Humid,0
KERALA,1995,2858.8,Jan-Feb,16.8,0,Coastal,Humid,0
KERALA,1995,2858.8,Mar-May,527.8,0,Coastal,Humid,0
KERALA,1995,2858.8,Jun-Sep,1933.2,3,Coastal,Humid,3
KERALA,1995,2858.8,Oct-Dec,380.9,0,Coastal,Humid,0
KERALA,1996,2610,Jan-Feb,11.8,0,Coastal,Humid,0
KERALA,1996,2610,Mar-May,213,0,Coastal,Humid,0
KERALA,1996,2610,Jun-Sep,1938.5,3,Coastal,Humid,3
KERALA,1996,2610,Oct-Dec,446.6,0,Coastal,Humid,0
KERALA,1997,3252.4,Jan-Feb,3.7,0,Coastal,Humid,0
KERALA,1997,3252.4,Mar-May,230.2,0,Coastal,Humid,0
KERALA,1997,3252.4,Jun-Sep,2342.9,4,Coastal,Humid,4
KERALA,1997,3252.4,Oct-Dec,675.7,0,Coastal,Humid,0
KERALA,1998,3151.5,Jan-Feb,8,0,Coastal,Humid,0
KERALA,1998,3151.5,Mar-May,220.8,0,Coastal,Humid,0
KERALA,1998,3151.5,Jun-Sep,2263.4,4,Coastal,Humid,4
KERALA,1998,3151.5,Oct-Dec,659.3,0,Coastal,Humid,0
KERALA,1999,2914.6,Jan-Feb,25.5,0,Coastal,Humid,0
KERALA,1999,2914.6,Mar-May,586.2,0,Coastal,Humid,0
KERALA,1999,2914.6,Jun-Sep,1661.9,2,Coastal,Humid,2
KERALA,1999,2914.6,Oct-Dec,640.9,0,Coastal,Humid,0
KERALA,2000,2412.6,Jan-Feb,69.5,0,Coastal,Humid,0
KERALA,2000,2412.6,Mar-May,242.3,0,Coastal,Humid,0
KERALA,2000,2412.6,Jun-Sep,1739.4,3,Coastal,Humid,3
KERALA,2000,2412.6,Oct-Dec,361.5,0,Coastal,Humid,0
KERALA,2001,2931.1,Jan-Feb,44.7,0,Coastal,Humid,0
KERALA,2001,2931.1,Mar-May,483.7,0,Coastal,Humid,0
KERALA,2001,2931.1,Jun-Sep,1892,3,Coastal,Humid,3
KERALA,2001,2931.1,Oct-Dec,510.7,0,Coastal,Humid,0
KERALA,2002,2507.4,Jan-Feb,13.3,0,Coastal,Humid,0
KERALA,2002,2507.4,Mar-May,483.7,0,Coastal,Humid,0
KERALA,2002,2507.4,Jun-Sep,1359,0,Coastal,Humid,0
KERALA,2002,2507.4,Oct-Dec,651.3,0,Coastal,Humid,0
KERALA,2003,2394.9,Jan-Feb,51.6,0,Coastal,Humid,0
KERALA,2003,2394.9,Mar-May,307.5,0,Coastal,Humid,0
KERALA,2003,2394.9,Jun-Sep,1542.6,3,Coastal,Humid,3
KERALA,2003,2394.9,Oct-Dec,493.1,0,Coastal,Humid,0
KERALA,2004,2886.1,Jan-Feb,10.5,0,Coastal,Humid,0
KERALA,2004,2886.1,Mar-May,762,0,Coastal,Humid,0
KERALA,2004,2886.1,Jun-Sep,1669.5,3,Coastal,Humid,3
KERALA,2004,2886.1,Oct-Dec,444,0,Coastal,Humid,0
KERALA,2005,3031.1,Jan-Feb,26.8,0,Coastal,Humid,0
KERALA,2005,3031.1,Mar-May,366,0,Coastal,Humid,0
KERALA,2005,3031.1,Jun-Sep,2157.6,0,Coastal,Humid,2
